variant,branch,description,workload,buckets,threads,key_space,total_ops,repeat,ms,mops
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,4,16384,16384,2,3.396,4.824
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,4,16384,16384,3,4.358,3.760
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,8,16384,16384,1,4.061,4.034
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,8,16384,16384,2,4.320,3.793
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,8,16384,16384,3,4.135,3.962
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,16,16384,16384,1,4.361,3.757
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,16,16384,16384,2,3.993,4.103
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,65536,16,16384,16384,3,4.197,3.904
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,1,16384,65536,1,2.225,29.449
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,1,16384,65536,2,2.373,27.617
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,1,16384,65536,3,2.607,25.137
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,2,16384,65536,1,1.708,38.361
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,2,16384,65536,2,1.717,38.167
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,2,16384,65536,3,1.595,41.080
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,4,16384,65536,1,1.370,47.847
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,4,16384,65536,2,1.927,34.012
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,4,16384,65536,3,1.525,42.969
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,8,16384,65536,1,1.502,43.637
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,8,16384,65536,2,1.317,49.770
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,8,16384,65536,3,1.403,46.720
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,16,16384,65536,1,1.981,33.089
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,16,16384,65536,2,2.041,32.105
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,65536,16,16384,65536,3,2.095,31.281
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,1,16384,65536,1,9.399,6.973
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,1,16384,65536,2,9.341,7.016
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,1,16384,65536,3,9.235,7.097
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,2,16384,65536,1,12.749,5.140
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,2,16384,65536,2,10.698,6.126
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,2,16384,65536,3,12.217,5.364
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,4,16384,65536,1,11.782,5.562
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,4,16384,65536,2,10.488,6.249
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,4,16384,65536,3,12.789,5.124
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,8,16384,65536,1,10.358,6.327
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,8,16384,65536,2,11.917,5.499
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,8,16384,65536,3,10.323,6.348
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,16,16384,65536,1,12.173,5.384
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,16,16384,65536,2,9.502,6.897
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,65536,16,16384,65536,3,9.725,6.739
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,1,65536,65536,1,17.271,3.795
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,1,65536,65536,2,17.205,3.809
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,1,65536,65536,3,17.513,3.742
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,2,65536,65536,1,13.081,5.010
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,2,65536,65536,2,19.034,3.443
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,2,65536,65536,3,14.153,4.630
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,4,65536,65536,1,12.975,5.051
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,4,65536,65536,2,12.465,5.258
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,4,65536,65536,3,13.563,4.832
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,8,65536,65536,1,14.159,4.628
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,8,65536,65536,2,14.929,4.390
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,8,65536,65536,3,14.892,4.401
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,16,65536,65536,1,15.228,4.304
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,16,65536,65536,2,14.259,4.596
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,262144,16,65536,65536,3,14.937,4.388
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,1,65536,262144,1,8.782,29.849
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,1,65536,262144,2,8.598,30.488
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,1,65536,262144,3,8.916,29.402
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,2,65536,262144,1,6.171,42.482
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,2,65536,262144,2,5.415,48.415
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,2,65536,262144,3,6.464,40.551
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,4,65536,262144,1,3.765,69.633
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,4,65536,262144,2,3.645,71.914
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,4,65536,262144,3,4.166,62.917
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,8,65536,262144,1,2.786,94.080
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,8,65536,262144,2,2.922,89.716
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,8,65536,262144,3,3.063,85.592
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,16,65536,262144,1,2.590,101.226
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,16,65536,262144,2,3.025,86.666
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,262144,16,65536,262144,3,2.835,92.476
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,1,65536,262144,1,36.406,7.200
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,1,65536,262144,2,42.645,6.147
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,1,65536,262144,3,40.934,6.404
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,2,65536,262144,1,47.330,5.539
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,2,65536,262144,2,41.296,6.348
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,2,65536,262144,3,43.760,5.990
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,4,65536,262144,1,41.787,6.273
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,4,65536,262144,2,42.441,6.177
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,4,65536,262144,3,49.550,5.291
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,8,65536,262144,1,42.975,6.100
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,8,65536,262144,2,46.789,5.603
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,8,65536,262144,3,39.504,6.636
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,16,65536,262144,1,58.646,4.470
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,16,65536,262144,2,41.589,6.303
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,262144,16,65536,262144,3,46.276,5.665
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,1,262144,262144,1,66.606,3.936
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,1,262144,262144,2,68.066,3.851
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,1,262144,262144,3,68.594,3.822
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,2,262144,262144,1,55.859,4.693
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,2,262144,262144,2,55.131,4.755
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,2,262144,262144,3,53.273,4.921
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,4,262144,262144,1,61.625,4.254
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,4,262144,262144,2,51.990,5.042
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,4,262144,262144,3,60.300,4.347
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,8,262144,262144,1,51.973,5.044
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,8,262144,262144,2,55.895,4.690
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,8,262144,262144,3,61.138,4.288
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,16,262144,262144,1,55.473,4.726
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,16,262144,262144,2,53.996,4.855
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,put,1048576,16,262144,262144,3,57.007,4.598
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,1,262144,1048576,1,37.057,28.296
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,1,262144,1048576,2,39.148,26.785
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,1,262144,1048576,3,44.002,23.830
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,2,262144,1048576,1,24.802,42.278
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,2,262144,1048576,2,18.190,57.644
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,2,262144,1048576,3,168.576,6.220
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,4,262144,1048576,1,12.160,86.229
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,4,262144,1048576,2,10.948,95.781
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,4,262144,1048576,3,83.559,12.549
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,8,262144,1048576,1,43.375,24.175
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,8,262144,1048576,2,44.487,23.570
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,8,262144,1048576,3,47.625,22.017
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,16,262144,1048576,1,32.682,32.084
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,16,262144,1048576,2,25.883,40.512
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,get,1048576,16,262144,1048576,3,32.292,32.471
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,1,262144,1048576,1,872.503,1.202
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,1,262144,1048576,2,213.407,4.914
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,1,262144,1048576,3,147.409,7.113
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,2,262144,1048576,1,136.760,7.667
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,2,262144,1048576,2,413.351,2.537
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,2,262144,1048576,3,169.206,6.197
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,4,262144,1048576,1,174.475,6.010
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,4,262144,1048576,2,205.656,5.099
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,4,262144,1048576,3,177.326,5.913
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,8,262144,1048576,1,157.609,6.653
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,8,262144,1048576,2,179.891,5.829
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,8,262144,1048576,3,194.013,5.405
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,16,262144,1048576,1,145.595,7.202
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,16,262144,1048576,2,154.974,6.766
lockfree_dynamic_resize,codex/lock-free-resize-experiment,Experimental dynamic-resizing lock-free chaining,mixed,1048576,16,262144,1048576,3,151.415,6.925
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,1,16384,16384,1,3.727,4.396
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,1,16384,16384,2,3.824,4.284
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,1,16384,16384,3,3.719,4.406
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,2,16384,16384,1,8.413,1.947
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,2,16384,16384,2,10.407,1.574
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,2,16384,16384,3,10.270,1.595
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,4,16384,16384,1,8.280,1.979
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,4,16384,16384,2,8.624,1.900
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,4,16384,16384,3,8.895,1.842
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,8,16384,16384,1,9.041,1.812
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,8,16384,16384,2,11.510,1.423
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,8,16384,16384,3,8.307,1.972
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,16,16384,16384,1,9.589,1.709
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,16,16384,16384,2,10.168,1.611
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,65536,16,16384,16384,3,9.240,1.773
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,1,16384,65536,1,7.854,8.344
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,1,16384,65536,2,7.857,8.341
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,1,16384,65536,3,7.699,8.512
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,2,16384,65536,1,29.454,2.225
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,2,16384,65536,2,31.804,2.061
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,2,16384,65536,3,19.729,3.322
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,4,16384,65536,1,29.194,2.245
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,4,16384,65536,2,29.141,2.249
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,4,16384,65536,3,26.629,2.461
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,8,16384,65536,1,27.744,2.362
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,8,16384,65536,2,34.652,1.891
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,8,16384,65536,3,49.206,1.332
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,16,16384,65536,1,47.924,1.367
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,16,16384,65536,2,35.125,1.866
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,65536,16,16384,65536,3,46.081,1.422
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,1,16384,65536,1,23.025,2.846
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,1,16384,65536,2,22.900,2.862
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,1,16384,65536,3,32.899,1.992
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,2,16384,65536,1,57.761,1.135
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,2,16384,65536,2,44.205,1.483
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,2,16384,65536,3,44.787,1.463
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,4,16384,65536,1,89.439,0.733
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,4,16384,65536,2,71.079,0.922
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,4,16384,65536,3,61.617,1.064
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,8,16384,65536,1,99.265,0.660
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,8,16384,65536,2,138.226,0.474
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,8,16384,65536,3,57.144,1.147
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,16,16384,65536,1,181.399,0.361
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,16,16384,65536,2,96.780,0.677
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,mixed,65536,16,16384,65536,3,71.741,0.914
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,1,65536,65536,1,14.241,4.602
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,1,65536,65536,2,57.291,1.144
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,1,65536,65536,3,13.065,5.016
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,2,65536,65536,1,35.596,1.841
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,2,65536,65536,2,47.812,1.371
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,2,65536,65536,3,48.131,1.362
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,4,65536,65536,1,48.850,1.342
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,4,65536,65536,2,40.608,1.614
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,4,65536,65536,3,169.487,0.387
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,8,65536,65536,1,116.844,0.561
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,8,65536,65536,2,111.270,0.589
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,8,65536,65536,3,45.716,1.434
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,16,65536,65536,1,48.902,1.340
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,16,65536,65536,2,113.302,0.578
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,put,262144,16,65536,65536,3,45.478,1.441
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,1,65536,262144,1,30.364,8.633
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,1,65536,262144,2,71.551,3.664
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,1,65536,262144,3,67.049,3.910
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,2,65536,262144,1,64.499,4.064
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,2,65536,262144,2,58.541,4.478
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,2,65536,262144,3,271.450,0.966
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,4,65536,262144,1,112.539,2.329
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,4,65536,262144,2,113.456,2.311
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,4,65536,262144,3,129.689,2.021
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,8,65536,262144,1,187.913,1.395
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,8,65536,262144,2,138.205,1.897
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,8,65536,262144,3,179.386,1.461
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,16,65536,262144,1,168.921,1.552
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,16,65536,262144,2,189.073,1.386
lockfree_open_addressing,codex/open-addressing-experiment,Experimental open-addressing lock-free map,get,262144,16,65536,262144,3,136.115,1.926
